PlotName,plot,ENV,Rep,Blk,Entry,Pedigree,DP,DS,ASI,PHT,EHT,HCV,PASP,EASP,RL,SL,EPP,EAROT,GY,STGC,Turcicum 10 WAP
BA21365-IK'DT-1165,1165,MD,1,11,E35,TZEEIOR 336,49,48,1,118.4,53,3,6,4,0,0,0.888888889,25,1606.971678,6,
BA21365-IK'DT-1166,1166,MD,1,12,E133,TZEEIOR 539,46,45,1,86.6,31,3,5,5,0,0,0.888888889,12.5,576.4705882,7,
BA21365-IK'DT-1167,1167,MD,1,12,E72,TZEEIOR 400,48,46,2,103,46.4,7,7,2,0,11.11111111,1.055555556,15.78947368,1923.747277,3,
BA21365-IK'DT-1168,1168,MD,1,12,E156,TZEEI 68,,,,,,,,,,,,,,,
BA21365-IK'DT-1169,1169,MD,1,12,E15,TZEEIOR 299,52,52,0,82.2,35.2,7,7,6,0,0,0.166666667,0,386.0566449,8,
BA21365-IK'DT-1170,1170,MD,1,12,E144,TZEEIOR 102,56,57,1,89.2,47.6,3,5,6,0,0,0.388888889,0,380.3921569,6,
BA21365-IK'DT-1171,1171,MD,1,12,E85,TZEEIOR 426,54,55,1,95.4,46,4,4,6,0,0,0.388888889,14.28571429,388.2352941,7,
BA21365-IK'DT-1172,1172,MD,1,12,E89,TZEEIOR 437,50,50,0,99,42.6,3,4,5,0,11.11111111,1,33.33333333,1593.028322,6,
BA21365-IK'DT-1173,1173,MD,1,12,E38,TZEEIOR 344,48,47,1,104.4,43.8,3,6,3,0,0,1.055555556,15.78947368,1919.389978,5,
BA21365-IK'DT-1174,1174,MD,1,12,E98,TZEEIOR 461,47,48,1,111.8,36.6,2,6,4,0,0,0.944444444,5.882352941,1150.326797,5,
BA21365-IK'DT-1175,1175,MD,1,12,E16,TZEEIOR 300,49,47,2,94,41.2,4,5,5,0,11.76470588,0.882352941,20,966.2309368,4,
BA21365-IK'DT-1176,1176,MD,1,12,E80,TZEEIOR 415,48,49,1,110.8,48.2,5,5,5,0,22.22222222,0.666666667,0,651.1111111,6,
BA21365-IK'DT-1177,1177,MD,1,12,E68,TZEEIOR 396,56,56,0,93.2,50.8,3,5,5,0,0,0.5,0,758.1699346,5,
BA21365-IK'DT-1178,1178,MD,1,12,E207,Check 3 -TZdEEI 12              ,52,53,1,101.2,44.2,4,5,5,0,0,0.666666667,16.66666667,957.5163399,6,
BA21365-IK'DT-1179,1179,MD,1,12,E117,TZEEIOR 505,53,52,1,99.8,49.4,3,4,5,0,0,0.722222222,0,767.7559913,6,
BA21365-IK'DT-1180,1180,MD,1,12,E75,TZEEIOR 405,51,50,1,118.4,62.2,3,6,3,0,22.22222222,1.111111111,0,2070.588235,4,
BA21365-IK'DT-1181,1181,MD,1,13,E78,TZEEIOR 412,49,49,0,104.4,40.4,3,4,5,0,0,0.944444444,11.76470588,1377.124183,5,
BA21365-IK'DT-1182,1182,MD,1,13,E149,TZEEIOR 146,60,61,1,85.6,43.4,5,4,7,0,0,0.666666667,0,192.3747277,4,
BA21365-IK'DT-1183,1183,MD,1,13,E154,TZEEI 63,52,53,1,111,39.4,1,4,4,0,0,0.625,0,952.0697168,3,
BA21365-IK'DT-1184,1184,MD,1,13,E120,TZEEIOR 513,49,47,2,98.6,48.2,3,5,5,0,33.33333333,1.111111111,10,1176.470588,6,
BA21365-IK'DT-1185,1185,MD,1,13,E124,TZEEIOR 522,50,50,0,109.4,66.2,2,6,5,0,16.66666667,0.888888889,0,1172.54902,6,
BA21365-IK'DT-1186,1186,MD,1,13,E174,TZEEIOR 123,56,54,2,95.2,51.2,3,3,6,0,0,1.125,0,772.9847495,4,
BA21365-IK'DT-1187,1187,MD,1,13,E112,TZEEIOR 494,52,52,0,75.4,36.2,3,5,5,0,0,0.888888889,0,961.8736383,7,
BA21365-IK'DT-1188,1188,MD,1,13,E187,TZEEIOR 97,60,62,2,104.6,45.4,3,5,6,0,0,0.388888889,0,381.2636166,5,
BA21365-IK'DT-1189,1189,MD,1,13,E104,TZEEIOR 471,54,54,0,107.8,58.4,5,3,5,0,0,0.722222222,0,944.4444444,7,
BA21365-IK'DT-1190,1190,MD,1,13,E201,TZEEIOR 250,59,57,2,106,57,3,6,6,0,0,0.277777778,0,382.5708061,5,
BA21365-IK'DT-1191,1191,MD,1,13,E204,TZEEIOR 339,53,53,0,96.2,37.2,5,6,6,0,0,0.444444444,0,578.4313725,7,
BA21365-IK'DT-1192,1192,MD,1,13,E18,TZEEIOR 302,54,56,2,111.8,48.4,3,6,6,0,0,0.411764706,28.57142857,568.627451,6,
BA21365-IK'DT-1193,1193,MD,1,13,E114,TZEEIOR 500,48,47,1,99,49.8,3,4,6,0,0,0.666666667,16.66666667,576.4705882,7,
BA21365-IK'DT-1194,1194,MD,1,13,E200,TZEEIOR 28,56,58,2,125.6,56.2,1,3,9,0,0,0.117647059,0,189.1067538,6,
BA21365-IK'DT-1195,1195,MD,1,13,E186,TZEEIOR 125,56,56,0,109.6,52.8,4,5,6,0,0,1.1875,0,759.912854,4,
BA21365-IK'DT-1196,1196,MD,1,14,E173,TZEEIOR 195,54,54,0,133.6,56.2,3,5,5,0,0,1.055555556,0,1124.183007,4,
BA21365-IK'DT-1197,1197,MD,1,14,E105,TZEEIOR 476,54,54,0,91,44.6,3,6,5,0,0,0.722222222,0,771.2418301,6,
BA21365-IK'DT-1198,1198,MD,1,14,E209,Check 5 -TZdEEI 7                ,52,52,0,84.2,35.8,1,6,6,0,0,0.875,0,567.9738562,6,
BA21365-IK'DT-1199,1199,MD,1,14,E145,TZEEIOR 123,58,56,2,86.2,40.4,3,3,6,0,0,0.555555556,0,763.3986928,4,
BA21365-IK'DT-1200,1200,MD,1,14,E64,TZEEIOR 391,57,57,0,78,40.8,3,4,6,0,0,0.5,0,562.745098,6,
BA21365-IK'DT-1201,1201,MD,1,14,E159,TZEEI 82,51,51,0,125.6,58.8,2,4,4,0,0,0.647058824,9.090909091,1371.023965,3,
BA21365-IK'DT-1202,1202,MD,1,14,E90,TZEEIOR 441,50,49,1,113,49.2,3,5,5,0,16.66666667,0.722222222,7.692307692,1374.074074,7,
BA21365-IK'DT-1203,1203,MD,1,14,E49,TZEEIOR 367,48,47,1,103.4,51.6,4,3,5,0,0,0.866666667,15.38461538,1190.021786,5,
BA21365-IK'DT-1204,1204,MD,1,14,E81,TZEEIOR 417,47,45,2,109.4,49.6,3,3,5,0,0,0.722222222,0,957.5163399,7,
BA21365-IK'DT-1205,1205,MD,1,14,E21,TZEEIOR 306,48,46,2,127,55.6,5,5,5,0,0,0.833333333,46.66666667,1575.599129,5,
BA21365-IK'DT-1206,1206,MD,1,14,E134,TZEEIOR 540,50,50,0,127.8,58.4,3,6,4,0,27.77777778,1.388888889,8,2193.638344,4,
BA21365-IK'DT-1207,1207,MD,1,14,E56,TZEEIOR 378,54,53,1,116.8,52.8,3,5,5,0,0,1.090909091,8.333333333,946.6230937,4,
BA21365-IK'DT-1208,1208,MD,1,14,E69,TZEEIOR 397,50,49,1,117.2,52.2,3,6,6,0,0,0.9375,26.66666667,772.9847495,6,
BA21365-IK'DT-1209,1209,MD,1,14,E94,TZEEIOR 452,51,51,0,94.4,51.6,3,7,5,0,0,0.666666667,0,949.8910675,7,
BA21365-IK'DT-1210,1210,MD,1,14,E14,TZEEIOR 298,55,56,1,108.4,46.8,3,6,6,0,0,0.944444444,17.64705882,971.6775599,5,
BA22365-IK'OPT-1001,1211,WW,1,1,E129,TZEEIOR 529,47,48,1,130.6,42,2,3,4,0,0,0.89,12.5,4687.102397,,3
BA22365-IK'OPT-1002,1212,WW,1,1,E59,TZEEIOR 383,53,53,0,93,32.4,4,7,5,7.14,21.43,0.57,25,1133.882218,,4
BA22365-IK'OPT-1003,1213,WW,1,1,E132,TZEEIOR 538,47,46,1,136,44.2,2,3,3,0,0,1.24,9.52,3831.111111,,3
BA22365-IK'OPT-1004,1214,WW,1,1,E52,TZEEIOR 373,52,51,1,118.6,63.4,4,4,4,0,12.5,1,6.25,3618.69281,,5
BA22365-IK'OPT-1005,1215,WW,1,1,E103,TZEEIOR 470,55,55,0,127.6,57.4,3,4,2,0,0,0.94,6.25,3721.132898,,5
BA22365-IK'OPT-1006,1216,WW,1,1,E205,Check 1 -TZdEEI 4                 ,54,55,1,110,34.4,5,6,5,0,0,0.71,0,1915.03268,,4
BA22365-IK'OPT-1007,1217,WW,1,1,E166,TZEEIOR 145,56,58,2,119.8,44,5,5,6,0,0,0.79,18.18,2329.411765,,5
BA22365-IK'OPT-1008,1218,WW,1,1,E188,TZEEIOR 202,57,59,2,129.8,46.2,2,5,7,0,0,0.53,12.5,1151.633987,,4
BA22365-IK'OPT-1009,1219,WW,1,1,E44,TZEEIOR 356,52,51,1,111.2,40.6,5,5,4,0,0,0.94,6.25,3851.851852,,3
BA22365-IK'OPT-1010,1220,WW,1,1,E6,TZEEIOR 284,52,51,1,113,47.2,4,4,4,0,0,0.94,12.5,3808.278867,,4
BA22365-IK'OPT-1011,1221,WW,1,1,E5,TZEEIOR 283,55,55,0,91,47,3,5,5,0,44.44,0.83,6.67,2347.625272,,5
BA22365-IK'OPT-1012,1222,WW,1,1,E10,TZEEIOR 290,55,55,0,79.6,30.4,5,6,6,0,0,0.71,0,766.8845316,,5
BA22365-IK'OPT-1013,1223,WW,1,1,E193,TZEEIOR 486,56,56,0,108.2,52,2,3,3,0,0,1,16.67,3933.333333,,2
BA22365-IK'OPT-1014,1224,WW,1,1,E177,TZEEIOR 31,54,54,0,113.2,48.2,5,4,4,0,0,1,5.88,3795.206972,,5
BA22365-IK'OPT-1015,1225,WW,1,1,E27,TZEEIOR 322,53,53,0,100.2,42.2,3,5,5,0,0,0.78,14.29,2312.418301,,5
BA22365-IK'OPT-1016,1226,WW,1,2,E33,TZEEIOR 334,52,51,1,113.8,54,5,4,5,0,0,0.87,7.69,2365.577342,,3
BA22365-IK'OPT-1017,1227,WW,1,2,E142,TZEEIOR 42,57,59,2,112,42.2,3,6,7,0,0,0.78,0,1552.925647,,3
BA22365-IK'OPT-1018,1228,WW,1,2,E130,TZEEIOR 535,57,57,0,106.8,47.2,2,4,4,0,12.5,0.94,13.33,2362.91939,,4
BA22365-IK'OPT-1019,1229,WW,1,2,E40,TZEEIOR 346,49,48,1,119,52,4,3,3,0,64.71,0.47,0,1164.357298,,5
BA22365-IK'OPT-1020,1230,WW,1,2,E24,TZEEIOR 313,52,51,1,111.4,45,2,3,3,0,25,0.63,10,1924.444444,,3
BA22365-IK'OPT-1021,1231,WW,1,2,E106,TZEEIOR 477,52,52,0,119.8,47,4,4,5,0,37.5,0.75,8.33,2323.311547,,3
BA22365-IK'OPT-1022,1232,WW,1,2,E184,TZEEIOR 104,53,53,0,119.6,53.2,2,3,4,0,0,0.85,9.09,1561.394336,,3
BA22365-IK'OPT-1023,1233,WW,1,2,E76,TZEEIOR 406,56,55,1,106.4,53.6,4,2,5,0,73.33,1.13,11.76,2810.980392,,2
BA22365-IK'OPT-1024,1234,WW,1,2,E19,TZEEIOR 304,51,50,1,112.4,59,4,4,4,0,58.82,0.76,15.38,2358.431373,,6
BA22365-IK'OPT-1025,1235,WW,1,2,E167,TZEEIOR 32,52,52,0,135.6,61,2,4,3,0,0,0.89,12.5,3868.366013,,5
BA22365-IK'OPT-1026,1236,WW,1,2,E88,TZEEIOR 434,50,50,0,115.8,46,3,3,4,0,37.5,0.88,7.14,3070.588235,,4
BA22365-IK'OPT-1027,1237,WW,1,2,E102,TZEEIOR 469,53,53,0,125.4,57,2,2,3,0,0,1.12,10.53,4497.298475,,3
BA22365-IK'OPT-1028,1238,WW,1,2,E127,TZEEIOR 527,48,48,0,121.2,53,4,5,4,0,0,0.94,13.33,3407.843137,,4
BA22365-IK'OPT-1029,1239,WW,1,2,E12,TZEEIOR 292,54,53,1,107.6,52.2,4,4,4,0,0,1,6.67,3962.91939,,4
BA22365-IK'OPT-1030,1240,WW,1,2,E138,TZEEIOR 547,54,53,1,121.8,51,3,2,3,0,0,0.94,5.88,4326.623094,,2
BA22365-IK'OPT-1031,1241,WW,1,3,E95,TZEEIOR 453,51,50,1,129,52.2,2,3,5,0,0,1,16.67,3877.995643,,4
BA22365-IK'OPT-1032,1242,WW,1,3,E210,Check 6 -TZdEEI 9                ,57,56,1,123.4,56,4,4,4,0,0,0.5,16.67,1169.934641,,3
BA22365-IK'OPT-1033,1243,WW,1,3,E25,TZEEIOR 314,55,55,0,133.6,40,4,5,6,0,17.65,0.94,6.25,2447.320261,,4
BA22365-IK'OPT-1034,1244,WW,1,3,E36,TZEEIOR 340,48,48,0,110.4,43.6,4,4,5,0,25,0.75,8.33,2326.797386,,3
BA22365-IK'OPT-1035,1245,WW,1,3,E198,TZEEIOR 142,57,58,1,125,48.2,3,4,4,0,0,0.76,7.69,3060.566449,,4
BA22365-IK'OPT-1036,1246,WW,1,3,E113,TZEEIOR 498,53,53,0,138.6,69.6,4,2,5,0,0,0.71,8.33,3427.45098,,2
BA22365-IK'OPT-1037,1247,WW,1,3,E202,TZEEIOR 497,52,51,1,117.2,53.6,3,4,4,0,22.22,0.83,6.67,2744.095861,,3
BA22365-IK'OPT-1038,1248,WW,1,3,E109,TZEEIOR 481,51,50,1,127.4,54.2,2,2,3,0,33.33,0.89,6.25,4616.993464,,2
BA22365-IK'OPT-1039,1249,WW,1,3,E46,TZEEIOR 361,51,50,1,94,38.4,3,5,5,0,0,0.94,5.88,3105.882353,,5
BA22365-IK'OPT-1040,1250,WW,1,3,E206, Check 2 -TZdEEI 2               ,54,53,1,124.6,58,2,3,6,0,13.33,1.13,5.88,3004.793028,,3
BA22365-IK'OPT-1041,1251,WW,1,3,E7,TZEEIOR 287,52,51,1,106.8,35,3,5,6,0,0,0.57,37.5,745.0980392,,5
BA22365-IK'OPT-1042,1252,WW,1,3,E93,TZEEIOR 447,51,51,0,139.8,70,4,2,2,0,0,1.3,7.69,3843.137255,,3
BA22365-IK'OPT-1043,1253,WW,1,3,E41,TZEEIOR 350,52,52,0,117.6,47,5,5,6,0,11.76,0.88,13.33,2851.24183,,4
BA22365-IK'OPT-1044,1254,WW,1,3,E70,TZEEIOR 398,51,51,0,101,43.2,4,4,4,0,60,0.87,7.69,2274.509804,,2
BA22365-IK'OPT-1045,1255,WW,1,3,E131,TZEEIOR 537,49,48,1,132.8,49,4,2,3,0,0,0.94,5.88,3915.555556,,3
BA22365-IK'OPT-1046,1256,WW,1,4,E136,TZEEIOR 543,51,51,0,168,71,4,1,1,0,0,1.41,8.33,8317.559913,,3
BA22365-IK'OPT-1047,1257,WW,1,4,E194,TZEEIOR 536,55,55,0,113.2,60,5,5,4,0,0,0.8,8.33,1802.875817,,6
BA22365-IK'OPT-1048,1258,WW,1,4,E47,TZEEIOR 365,55,55,0,119.2,55.2,3,4,5,0,0,0.88,7.14,2050.544662,,5
BA22365-IK'OPT-1049,1259,WW,1,4,E31,TZEEIOR 330,49,48,1,105,44.4,4,5,5,0,0,0.94,6.25,2703.877996,,6
BA22365-IK'OPT-1050,1260,WW,1,4,E74,TZEEIOR 404,48,49,1,135.2,65,2,4,3,0,11.11,0.83,13.33,3973.333333,,3
BA22365-IK'OPT-1051,1261,WW,1,4,E182,TZEEIOR 167,54,54,0,134.2,70.6,5,3,4,0,70.59,1.18,10,3062.222222,,3
BA22365-IK'OPT-1052,1262,WW,1,4,E123,TZEEIOR 521,52,51,1,134.8,69.2,2,2,3,0,0,1.19,5.26,5065.010893,,2
BA22365-IK'OPT-1053,1263,WW,1,4,E143,TZEEIOR 99,57,58,1,117.4,51.6,4,3,6,0,0,1,0,1628.75817,,4
BA22365-IK'OPT-1054,1264,WW,1,4,E126,TZEEIOR 524,56,55,1,98.8,52,3,4,4,0,0,0.79,18.18,1615.076253,,3
BA22365-IK'OPT-1055,1265,WW,1,4,E150,TZEEIOR 161,,,,,,,,,,,,,,,.
BA22365-IK'OPT-1056,1266,WW,1,4,E39,TZEEIOR 345,51,50,1,74.6,28.4,4,6,6,0,0,0.77,20,1372.54902,,5
BA22365-IK'OPT-1057,1267,WW,1,4,E128,TZEEIOR 528,51,51,0,117.8,46.6,2,3,4,0,100,0.81,15.38,2282.352941,,4
BA22365-IK'OPT-1058,1268,WW,1,4,E203,TZEEIOR 507,51,51,0,112,58,2,2,3,0,0,1.33,5,3165.882353,,3
BA22365-IK'OPT-1059,1269,WW,1,4,E191,TZEEIOR 525,54,55,1,109,40,2,4,5,0,0,0.9,11.11,1559.912854,,3
BA22365-IK'OPT-1060,1270,WW,1,4,E108,TZEEIOR 479,51,50,1,104.2,47,2,3,6,0,17.65,1.18,10,2677.995643,,4
BA22365-IK'OPT-1061,1271,WW,1,5,E30,TZEEIOR 329,51,51,0,85.6,34.2,4,5,5,0,0,0.82,22.22,1588.496732,,5
BA22365-IK'OPT-1062,1272,WW,1,5,E62,TZEEIOR 388,56,55,1,104.4,49,4,5,5,0,31.25,0.94,13.33,2423.921569,,6
BA22365-IK'OPT-1063,1273,WW,1,5,E161,TZEEIOR 38,55,56,1,112.8,56.6,3,6,5,0,0,0.5,25,784.3137255,,7
BA22365-IK'OPT-1064,1274,WW,1,5,E208, Check 4 -TZEEI 95               ,53,53,0,66.2,21.4,5,8,9,0,33.33,0.17,50,43.57298475,,8
BA22365-IK'OPT-1065,1275,WW,1,5,E111,TZEEIOR 493,59,58,1,99.6,52,5,5,5,0,66.67,1.27,10.53,2385.490196,,3
BA22365-IK'OPT-1066,1276,WW,1,5,E196,TZEEIOR 349,56,56,0,111.8,61.8,2,3,5,0,58.33,1.17,14.29,2401.960784,,4
BA22365-IK'OPT-1067,1277,WW,1,5,E153,TZEEI 58,51,53,2,140.4,51,2,5,4,0,55.56,0.78,14.29,2318.954248,,4
BA22365-IK'OPT-1068,1278,WW,1,5,E192,TZEEIOR 526,53,53,0,94.6,40,2,4,4,0,50,0.75,22.22,1899.782135,,4
BA22365-IK'OPT-1069,1279,WW,1,5,E160,TZEEIOR 109,55,56,1,135.6,63,2,3,6,0,0,0.71,10,786.9281046,,5
BA22365-IK'OPT-1070,1280,WW,1,5,E83,TZEEIOR 422,51,51,0,130,55,2,2,4,0,0,1.06,10.53,4616.993464,,2
BA22365-IK'OPT-1071,1281,WW,1,5,E53,TZEEIOR 375,48,48,0,85.6,29.4,4,6,5,0,52.94,0.47,25,790.5882353,,6
BA22365-IK'OPT-1072,1282,WW,1,5,E13,TZEEIOR 296,59,58,1,117.8,53,3,4,5,0,0,1,5.88,2315.076253,,5
BA22365-IK'OPT-1073,1283,WW,1,5,E73,TZEEIOR 403,52,51,1,113.8,60,5,2,4,0,50,1.38,18.18,4775.294118,,3
BA22365-IK'OPT-1074,1284,WW,1,5,E175,TZEEIOR 24,55,56,1,145.4,63.2,5,3,5,0,0,0.91,0,1962.178649,,2
BA22365-IK'OPT-1075,1285,WW,1,5,E100,TZEEIOR 463,48,48,0,109.4,36.8,4,3,3,0,20,0.73,9.09,1551.198257,,3
BA22365-IK'OPT-1076,1286,WW,1,6,E151,TZEEIOR 249,55,56,1,141,66.4,5,3,4,0,0,0.88,21.43,2623.093682,,3
BA22365-IK'OPT-1077,1287,WW,1,6,E22,TZEEIOR 310,51,51,0,112,40.6,5,5,5,0,26.67,0.67,10,1181.917211,,4
BA22365-IK'OPT-1078,1288,WW,1,6,E43,TZEEIOR 355,51,50,1,131.8,56,3,2,3,0,66.67,1.22,4.55,6023.529412,,3
BA22365-IK'OPT-1079,1289,WW,1,6,E115,TZEEIOR 501,48,48,0,104.4,50.2,3,2,3,0,56.25,1.44,8.7,2980.392157,,3
BA22365-IK'OPT-1080,1290,WW,1,6,E181,TZEEIOR 45,56,57,1,150.6,61.4,3,3,4,0,0,0.92,9.09,1529.237473,,2
BA22365-IK'OPT-1081,1291,WW,1,6,E79,TZEEIOR 413,50,50,0,140.4,72.8,3,3,3,0,57.14,0.93,7.69,2338.997821,,4
BA22365-IK'OPT-1082,1292,WW,1,6,E92,TZEEIOR 445,51,51,0,141,57.2,2,2,2,0,0,0.94,0,4486.27451,,3
BA22365-IK'OPT-1083,1293,WW,1,6,E119,TZEEIOR 509,53,53,0,125,65.6,2,2,4,0,0,1.28,4.35,3944.96732,,4
BA22365-IK'OPT-1084,1294,WW,1,6,E137,TZEEIOR 545,54,54,0,132.2,56.2,3,2,4,0,22.22,0.89,6.25,3407.843137,,4
BA22365-IK'OPT-1085,1295,WW,1,6,E91,TZEEIOR 444,53,53,0,134.8,64,2,3,3,0,0,1,5.88,3834.422658,,5
BA22365-IK'OPT-1086,1296,WW,1,6,E96,TZEEIOR 458,54,54,0,111.6,43.4,2,3,5,0,0,0.94,6.67,2000,,4
BA22365-IK'OPT-1087,1297,WW,1,6,E60,TZEEIOR 384,55,55,0,107.6,52,4,4,6,0,78.57,0.93,15.38,1584.618736,,3
BA22365-IK'OPT-1088,1298,WW,1,6,E67,TZEEIOR 395,53,51,2,106.8,59,5,5,6,0,12.5,0.94,6.67,3400,,5
BA22365-IK'OPT-1089,1299,WW,1,6,E45,TZEEIOR 357,53,54,1,154.4,56,2,2,4,0,0,0.83,0,2277.124183,,3
BA22365-IK'OPT-1090,1300,WW,1,6,E63,TZEEIOR 389,53,52,1,86.2,41,4,6,5,0,0,0.63,10,1526.797386,,6
BA22365-IK'OPT-1091,1301,WW,1,7,E20,TZEEIOR 305,57,55,2,94,50,3,6,4,0,44.44,1,16.67,2426.143791,,7
BA22365-IK'OPT-1092,1302,WW,1,7,E101,TZEEIOR 464,51,50,1,101.4,39,2,3,5,0,56.25,1.06,17.65,2285.83878,,3
BA22365-IK'OPT-1093,1303,WW,1,7,E28,TZEEIOR 323,49,48,1,114.4,44,4,5,5,0,14.29,0.79,9.09,1518.518519,,6
BA22365-IK'OPT-1094,1304,WW,1,7,E61,TZEEIOR 386,51,50,1,99.4,50,4,4,4,0,31.25,1.13,11.11,2338.823529,,6
BA22365-IK'OPT-1095,1305,WW,1,7,E87,TZEEIOR 432,50,50,0,125.4,48.8,4,4,5,0,12.5,0.94,6.67,2288.496732,,5
BA22365-IK'OPT-1096,1306,WW,1,7,E65,TZEEIOR 392,49,49,0,76.4,30.6,5,4,5,0,16.67,0.67,0,778.6928105,,4
BA22365-IK'OPT-1097,1307,WW,1,7,E122,TZEEIOR 515,51,51,0,107,37.4,2,3,4,0,21.43,0.93,7.69,2305.882353,,4
BA22365-IK'OPT-1098,1308,WW,1,7,E8,TZEEIOR 288,54,53,1,88.2,34.2,3,4,5,0,0,0.64,11.11,1144.095861,,3
BA22365-IK'OPT-1099,1309,WW,1,7,E147,TZEEIOR 139,58,59,1,169.8,90.4,4,2,4,0,0,1.18,0,3738.562092,,5
BA22365-IK'OPT-1100,1310,WW,1,7,E116,TZEEIOR 504,48,48,0,135.4,62.2,2,1,3,0,0,1.44,3.85,7777.777778,,2
BA22365-IK'OPT-1101,1311,WW,1,7,E110,TZEEIOR 491,51,52,1,111.4,48.2,2,2,5,0,0,1.53,7.69,4126.797386,,2
BA22365-IK'OPT-1102,1312,WW,1,7,E169,TZEEIOR 113,55,56,1,121,48.4,3,3,4,0,0,0.78,7.14,2313.72549,,3
BA22365-IK'OPT-1103,1313,WW,1,7,E158,TZEEI 81,58,60,2,105.2,43,3,5,6,0,0,0.39,14.29,1554.684096,,2
BA22365-IK'OPT-1104,1314,WW,1,7,E125,TZEEIOR 523,54,53,1,108.6,61,3,4,4,0,0,1.29,11.11,3141.176471,,2
BA22365-IK'OPT-1105,1315,WW,1,7,E4,TZEEIOR 282,52,51,1,96.6,44.2,4,4,5,0,0,1,14.29,2317.734205,,2
BA22365-IK'OPT-1106,1316,WW,1,8,E168,TZEEIOR 53,,,,,,,,,,,,,,,
BA22365-IK'OPT-1107,1317,WW,1,8,E165,TZEEIOR 35,56,55,1,127,51,4,5,2,0,0,0.63,20,3071.023965,,4
BA22365-IK'OPT-1108,1318,WW,1,8,E97,TZEEIOR 460,52,52,0,110.2,51.2,4,2,4,0,11.11,1.17,9.52,3872.766885,,3
BA22365-IK'OPT-1109,1319,WW,1,8,E71,TZEEIOR 399,58,57,1,120.4,58,3,4,5,0,0,1.09,8.33,1860.566449,,3
BA22365-IK'OPT-1110,1320,WW,1,8,E26,TZEEIOR 321,51,51,0,118.8,56.2,5,3,3,0,66.67,0.89,6.25,3882.135076,,4
BA22365-IK'OPT-1111,1321,WW,1,8,E152,TZdEEI 13,53,53,0,115.4,51,3,3,3,0,16.67,1,11.11,3595.816993,,2
BA22365-IK'OPT-1112,1322,WW,1,8,E84,TZEEIOR 424,48,48,0,120.6,56.2,2,2,4,0,0,0.94,11.76,3364.705882,,2
BA22365-IK'OPT-1113,1323,WW,1,8,E140,TZEEIOR 550,51,51,0,117.4,48.4,2,2,3,0,0,1,5.88,4622.222222,,2
BA22365-IK'OPT-1114,1324,WW,1,8,E199,TZEEIOR 41,55,57,2,139,53.6,2,4,6,0,0,0.82,0,1549.455338,,2
BA22365-IK'OPT-1115,1325,WW,1,8,E135,TZEEIOR 542,58,57,1,135.4,55.6,3,2,3,0,0,1.29,11.11,3423.529412,,2
BA22365-IK'OPT-1116,1326,WW,1,8,E139,TZEEIOR 548,55,55,0,103.4,37.2,3,3,3,0,38.89,0.94,5.88,3127.058824,,2
BA22365-IK'OPT-1117,1327,WW,1,8,E32,TZEEIOR 333,55,56,1,95,39,4,6,5,0,0,0.61,27.27,761.6557734,,6
BA22365-IK'OPT-1118,1328,WW,1,8,E178,TZEEIOR 10,57,58,1,125.2,53.2,4,3,3,0,0,0.94,5.88,4145.969499,,2
BA22365-IK'OPT-1119,1329,WW,1,8,E50,TZEEIOR 368,51,51,0,88.6,29.4,4,6,6,0,11.11,0.67,16.67,1975.555556,,3
BA22365-IK'OPT-1120,1330,WW,1,8,E179,TZEEIOR 85,58,57,1,130,52,4,4,3,0,0,0.8,0,2997.821351,,2
BA22365-IK'OPT-1121,1331,WW,1,9,E48,TZEEIOR 366,54,53,1,84.8,31.8,4,6,5,0,14.29,0.79,9.09,1017.342048,,4
BA22365-IK'OPT-1122,1332,WW,1,9,E197,TZEEIOR 381,54,53,1,98.4,42.2,4,4,5,0,42.86,0.86,8.33,1471.982571,,5
BA22365-IK'OPT-1123,1333,WW,1,9,E29,TZEEIOR 324,52,51,1,103.4,43.4,5,6,5,0,25,0.88,7.14,1216.470588,,6
BA22365-IK'OPT-1124,1334,WW,1,9,E3,TZEEIOR 281,53,53,0,113.2,40.6,5,6,5,0,0,0.71,10,953.1590414,,7
BA22365-IK'OPT-1125,1335,WW,1,9,E163,TZEEIOR 29,55,56,1,138.6,57,3,4,5,0,0,1,16.67,754.6840959,,3
